module,gene_symbol,module_class
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Mrps22,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Mrps30,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Mtrf1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Mtrr,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Mtx2,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufa1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufa2,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufa3,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufa4,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufa5,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufa6,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufa7,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufa8,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufa9,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufab1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufb1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufb2,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufb3,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufb4,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufb5,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufb6,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufb7,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufb8,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufc1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufc2,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufs1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufs2,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufs3,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufs4,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufs6,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufs7,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufs8,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufv1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ndufv2,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Nnt,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Nqo2,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Oat,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Ogdh,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Opa1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Oxa1l,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Pdha1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Pdhb,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Pdhx,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Pdk4,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Pdp1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Phb2,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Phyh,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Pmpca,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Polr2f,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Por,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Prdx3,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Retsat,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Rhot1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Rhot2,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Sdha,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Sdhb,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Sdhc,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Sdhd,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Slc25a11,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Slc25a12,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Slc25a20,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Slc25a3,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Slc25a4,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Slc25a5,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Sucla2,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Suclg1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Supv3l1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Surf1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Tcirg1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Timm10,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Timm13,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Timm17a,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Timm50,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Timm8b,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Timm9,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Tomm22,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Tomm70a,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Uqcr10,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Uqcr11,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Uqcrb,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Uqcrc1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Uqcrc2,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Uqcrfs1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Uqcrh,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Uqcrq,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Vdac1,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Vdac2,mitochondrial
HALLMARK_OXIDATIVE_PHOSPHORYLATION,Vdac3,mitochondrial
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Abca1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ackr3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Areg,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Atf3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Atp2b1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,B4galt1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,B4galt5,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Bcl2a1a,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Bcl3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Bcl6,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Bhlhe40,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Birc2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Birc3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Bmp2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Btg1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Btg2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Btg3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ccl2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ccl20,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ccl4,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ccl5,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ccn1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ccnd1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ccnl1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ccrl2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cd44,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cd69,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cd80,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cd83,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cdkn1a,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cebpb,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cebpd,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cflar,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Clcf1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Csf1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Csf2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cxcl1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cxcl10,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cxcl11,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cxcl2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cxcl3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Cxcl5,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Dennd5a,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Dnajb4,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Dram1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Dusp1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Dusp2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Dusp4,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Dusp5,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Edn1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Efna1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Egr1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Egr2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Egr3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ehd1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Eif1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ets2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,F2rl1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,F3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Fjx1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Fos,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Fosb,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Fosl1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Fosl2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Fut4,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,G0s2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Gadd45a,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Gadd45b,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Gch1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Gem,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Gfpt2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Gpr183,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Hbegf,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Hes1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Icam1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Icosl,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Id2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ier2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ier3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ier5,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ifih1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ifit2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ifngr2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il12b,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il15ra,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il18,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il1a,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il1b,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il23a,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il6,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il6st,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Il7r,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Inhba,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Irf1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Irs2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Jag1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Jun,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Junb,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Kdm6b,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Klf10,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Klf2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Klf4,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Klf6,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Klf9,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Kynu,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Lamb3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ldlr,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Lif,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Litaf,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Maff,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Map2k3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Map3k8,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Marcks,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Mcl1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Msc,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Mxd1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Myc,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nampt,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nfat5,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nfe2l2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nfil3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nfkb1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nfkb2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nfkbia,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nfkbie,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ninj1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nr4a1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nr4a2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Nr4a3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Olr1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Panx1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Pde4b,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Pdlim5,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Per1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Pfkfb3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Phlda1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Phlda2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Plau,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Plaur,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Plek,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Plk2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Plpp3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Pmepa1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Pnrc1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ppp1r15a,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ptger4,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ptgs2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ptpre,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ptx3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Rcan1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Rel,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Rela,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Relb,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Rhob,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Rigi,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Ripk2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Rnf19b,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Sat1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Sdc4,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Serpinb2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Serpinb8,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Serpine1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Sgk1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Sik1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Slc16a6,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Slc2a3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Slc2a6,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Smad3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Snn,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Socs3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Sphk1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Spsb1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Sqstm1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Stat5a,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tank,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tap1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tgif1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tiparp,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tlr2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnc,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnf,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfaip2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfaip3,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfaip6,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfaip8,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfrsf9,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnfsf9,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnip1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tnip2,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Traf1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Trib1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Trip10,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tsc22d1,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Tubb2a,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Vegfa,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Yrdc,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Zbtb10,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Zc3h12a,inflammatory
HALLMARK_TNFA_SIGNALING_VIA_NFKB,Zfp36,inflammatory
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp12a,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp4a,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp4b,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp5a1,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp5b,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp5c1,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp5d,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp5e,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp5g1,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp5g2,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp5g3,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp5h,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp5j,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp5j2,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp5k,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp5l,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp5o,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp5pb,mitochondrial
KEGG_OXIDATIVE_PHOSPHORYLATION,Atp6ap1,mitochondrial
